2015;002484;4;3;301;1;020;Ensino Religioso;Etapa 1;21.0000;0.0000
2015;002484;4;3;301;1;020;Ensino Religioso;Etapa 2;21.0000;0.0000
2015;002484;4;3;301;1;020;Ensino Religioso;Etapa 3;19.0000;0.0000
2015;002484;4;3;301;1;020;Ensino Religioso;Etapa 4;18.0000;0.0000
2015;002484;4;3;301;1;025;L. Portuguesa;Etapa 4;19.4000;0.0000
2015;002484;4;3;301;1;025;L. Portuguesa;Etapa 3;12.6000;0.0000
2015;002484;4;3;301;1;025;L. Portuguesa;Etapa 2;18.2000;0.0000
2015;002484;4;3;301;1;025;L. Portuguesa;Etapa 1;15.4000;0.0000
2015;002484;4;3;301;1;026;Literatura;Etapa 1;19.5000;0.0000
2015;002484;4;3;301;1;026;Literatura;Etapa 2;16.5000;0.0000
2015;002484;4;3;301;1;026;Literatura;Etapa 3;17.5000;0.0000
2015;002484;4;3;301;1;026;Literatura;Etapa 4;16.5000;0.0000
2015;002484;4;3;301;1;027;Redação;Etapa 4;18.2000;0.0000
2015;002484;4;3;301;1;027;Redação;Etapa 3;17.5000;0.0000
2015;002484;4;3;301;1;027;Redação;Etapa 2;16.7000;0.0000
2015;002484;4;3;301;1;027;Redação;Etapa 1;17.7000;0.0000
2015;002484;4;3;301;1;030;Inglês;Etapa 1;17.8000;0.0000
2015;002484;4;3;301;1;030;Inglês;Etapa 2;20.3000;0.0000
2015;002484;4;3;301;1;030;Inglês;Etapa 3;17.6000;0.0000
2015;002484;4;3;301;1;030;Inglês;Etapa 4;21.7000;0.0000
2015;002484;4;3;301;1;031;Espanhol;Etapa 4;21.5000;0.0000
2015;002484;4;3;301;1;031;Espanhol;Etapa 3;15.0000;0.0000
2015;002484;4;3;301;1;031;Espanhol;Etapa 2;15.5000;0.0000
2015;002484;4;3;301;1;031;Espanhol;Etapa 1;19.0000;0.0000
2015;002484;4;3;301;1;033;Arte;Etapa 1;24.0000;0.0000
2015;002484;4;3;301;1;033;Arte;Etapa 2;23.0000;0.0000
2015;002484;4;3;301;1;033;Arte;Etapa 3;22.0000;0.0000
2015;002484;4;3;301;1;033;Arte;Etapa 4;20.0000;0.0000
2015;002484;4;3;301;1;041;Educação Física;Etapa 4;20.0000;0.0000
2015;002484;4;3;301;1;041;Educação Física;Etapa 3;22.3000;0.0000
2015;002484;4;3;301;1;041;Educação Física;Etapa 2;20.9000;0.0000
2015;002484;4;3;301;1;041;Educação Física;Etapa 1;15.5000;0.0000
2015;002484;4;3;301;1;047;História;Etapa 1;17.0000;0.0000
2015;002484;4;3;301;1;047;História;Etapa 2;16.5000;0.0000
2015;002484;4;3;301;1;047;História;Etapa 3;19.5000;0.0000
2015;002484;4;3;301;1;047;História;Etapa 4;19.0000;0.0000
2015;002484;4;3;301;1;050;Geografia;Etapa 4;20.5000;0.0000
2015;002484;4;3;301;1;050;Geografia;Etapa 3;13.0000;0.0000
2015;002484;4;3;301;1;050;Geografia;Etapa 2;19.5000;0.0000
2015;002484;4;3;301;1;050;Geografia;Etapa 1;18.0000;0.0000
2015;002484;4;3;301;1;053;Matemática;Etapa 1;12.8000;0.0000
2015;002484;4;3;301;1;053;Matemática;Etapa 2;20.5000;0.0000
2015;002484;4;3;301;1;053;Matemática;Etapa 3;14.7000;0.0000
2015;002484;4;3;301;1;053;Matemática;Etapa 4;19.6000;0.0000
2015;002484;4;3;301;1;062;Física;Etapa 4;15.0000;0.0000
2015;002484;4;3;301;1;062;Física;Etapa 3;17.0000;0.0000
2015;002484;4;3;301;1;062;Física;Etapa 2;14.0000;0.0000
2015;002484;4;3;301;1;062;Física;Etapa 1;15.0000;0.0000
2015;002484;4;3;301;1;065;Química;Etapa 1;16.7000;0.0000
2015;002484;4;3;301;1;065;Química;Etapa 2;22.4000;0.0000
2015;002484;4;3;301;1;065;Química;Etapa 3;17.0000;0.0000
2015;002484;4;3;301;1;065;Química;Etapa 4;15.9000;0.0000
2015;002484;4;3;301;1;069;Biologia e P/S;Etapa 4;17.0000;0.0000
2015;002484;4;3;301;1;069;Biologia e P/S;Etapa 3;15.5000;0.0000
2015;002484;4;3;301;1;069;Biologia e P/S;Etapa 2;19.1000;0.0000
2015;002484;4;3;301;1;069;Biologia e P/S;Etapa 1;14.0000;0.0000
2015;002484;4;3;301;1;098;Filosofia;Etapa 1;15.0000;0.0000
2015;002484;4;3;301;1;098;Filosofia;Etapa 2;23.5000;0.0000
2015;002484;4;3;301;1;098;Filosofia;Etapa 3;17.5000;0.0000
2015;002484;4;3;301;1;098;Filosofia;Etapa 4;16.5000;0.0000
2015;002484;4;3;301;1;099;Faltas (Dias);Etapa 4;4.0000;4.0000
2015;002484;4;3;301;1;099;Faltas (Dias);Etapa 3;3.0000;3.0000
2015;002484;4;3;301;1;099;Faltas (Dias);Etapa 2;4.0000;4.0000
2015;002484;4;3;301;1;099;Faltas (Dias);Etapa 1;3.0000;3.0000
2015;002484;4;3;301;1;101;Sociologia;Etapa 1;15.0000;0.0000
2015;002484;4;3;301;1;101;Sociologia;Etapa 2;23.5000;0.0000
2015;002484;4;3;301;1;101;Sociologia;Etapa 3;17.5000;0.0000
2015;002484;4;3;301;1;101;Sociologia;Etapa 4;16.5000;0.0000
2015;002951;4;3;301;1;020;Ensino Religioso;Etapa 4;19.0000;0.0000
2015;002951;4;3;301;1;020;Ensino Religioso;Etapa 3;21.0000;0.0000
2015;002951;4;3;301;1;020;Ensino Religioso;Etapa 2;19.0000;0.0000
2015;002951;4;3;301;1;020;Ensino Religioso;Etapa 1;24.0000;0.0000
2015;002951;4;3;301;1;025;L. Portuguesa;Etapa 1;13.8000;0.0000
2015;002951;4;3;301;1;025;L. Portuguesa;Etapa 2;15.2000;0.0000
2015;002951;4;3;301;1;025;L. Portuguesa;Etapa 3;11.0000;0.0000
2015;002951;4;3;301;1;025;L. Portuguesa;Etapa 4;15.3000;0.0000
2015;002951;4;3;301;1;026;Literatura;Etapa 4;18.5000;0.0000
2015;002951;4;3;301;1;026;Literatura;Etapa 3;18.5000;0.0000
2015;002951;4;3;301;1;026;Literatura;Etapa 2;18.5000;0.0000
2015;002951;4;3;301;1;026;Literatura;Etapa 1;19.0000;0.0000
2015;002951;4;3;301;1;027;Redação;Etapa 1;16.7000;0.0000
2015;002951;4;3;301;1;027;Redação;Etapa 2;18.1000;0.0000
2015;002951;4;3;301;1;027;Redação;Etapa 3;11.3000;0.0000
2015;002951;4;3;301;1;027;Redação;Etapa 4;15.6000;0.0000
2015;002951;4;3;301;1;030;Inglês;Etapa 4;19.0000;0.0000
2015;002951;4;3;301;1;030;Inglês;Etapa 3;15.3000;0.0000
2015;002951;4;3;301;1;030;Inglês;Etapa 2;17.5000;0.0000
2015;002951;4;3;301;1;030;Inglês;Etapa 1;21.1000;0.0000
2015;002951;4;3;301;1;031;Espanhol;Etapa 1;18.0000;0.0000
2015;002951;4;3;301;1;031;Espanhol;Etapa 2;15.5000;0.0000
2015;002951;4;3;301;1;031;Espanhol;Etapa 3;16.0000;0.0000
2015;002951;4;3;301;1;031;Espanhol;Etapa 4;16.0000;0.0000
2015;002951;4;3;301;1;033;Arte;Etapa 4;22.0000;0.0000
2015;002951;4;3;301;1;033;Arte;Etapa 3;22.0000;0.0000
2015;002951;4;3;301;1;033;Arte;Etapa 2;25.0000;0.0000
2015;002951;4;3;301;1;033;Arte;Etapa 1;24.0000;0.0000
2015;002951;4;3;301;1;041;Educação Física;Etapa 1;15.0000;0.0000
2015;002951;4;3;301;1;041;Educação Física;Etapa 2;19.8000;0.0000
